"sample_label","analysis","name","value","region","site","transect","tree_number","horizon"
"COMPASS_Dec2021_120","TCTNTS","TC_perc",1.425,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_120","TCTNTS","TN_perc",0.136,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_120","TCTNTS","TS_perc",0.073,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_107","NPOC","npoc_ug_g",18.52,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_108","NPOC","npoc_ug_g",17.01,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_109","NPOC","npoc_ug_g",11.74,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_061","NPOC","npoc_ug_g",67.23,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_062","NPOC","npoc_ug_g",67.19,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_063","NPOC","npoc_ug_g",81.27,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_067","NPOC","npoc_ug_g",62.53,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_068","NPOC","npoc_ug_g",86.42,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_069","NPOC","npoc_ug_g",71.68,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_070","NPOC","npoc_ug_g",51.89,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_071","NPOC","npoc_ug_g",87.56,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_072","NPOC","npoc_ug_g",39.74,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_073","NPOC","npoc_ug_g",99.87,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_074","NPOC","npoc_ug_g",98.07,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_075","NPOC","npoc_ug_g",90.2,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_076","NPOC","npoc_ug_g",61.63,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_077","NPOC","npoc_ug_g",86.71,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_078","NPOC","npoc_ug_g",92.91,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_079","NPOC","npoc_ug_g",76.8,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_080","NPOC","npoc_ug_g",61.8,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_081","NPOC","npoc_ug_g",56.82,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_082","NPOC","npoc_ug_g",51.03,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_083","NPOC","npoc_ug_g",50.57,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_084","NPOC","npoc_ug_g",73.6,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_085","NPOC","npoc_ug_g",72.66,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_086","NPOC","npoc_ug_g",57.68,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_087","NPOC","npoc_ug_g",74.55,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_088","NPOC","npoc_ug_g",43.45,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_089","NPOC","npoc_ug_g",63.53,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_090","NPOC","npoc_ug_g",50.5,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_091","NPOC","npoc_ug_g",52.13,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_092","NPOC","npoc_ug_g",39.89,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_093","NPOC","npoc_ug_g",48.31,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_094","NPOC","npoc_ug_g",54.85,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_095","NPOC","npoc_ug_g",43.17,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_110","NPOC","npoc_ug_g",36.35,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_111","NPOC","npoc_ug_g",39.03,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_112","NPOC","npoc_ug_g",75.69,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_113","NPOC","npoc_ug_g",83.94,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_114","NPOC","npoc_ug_g",58.3,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_064","NPOC","npoc_ug_g",81.67,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_065","NPOC","npoc_ug_g",70.08,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_066","NPOC","npoc_ug_g",36.7,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_115","NPOC","npoc_ug_g",72.82,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_116","NPOC","npoc_ug_g",53.73,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_117","NPOC","npoc_ug_g",29.42,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_119","NPOC","npoc_ug_g",61.45,"WLE","OWC","transition","127","B"
"COMPASS_Dec2021_120","NPOC","npoc_ug_g",60.97,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_061","DIN","no3n_ug_g",53.54,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","DIN","nh4n_ug_g",12.41,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_062","DIN","no3n_ug_g",42.37,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","DIN","nh4n_ug_g",12.06,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_063","DIN","no3n_ug_g",27.49,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","DIN","nh4n_ug_g",10.83,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_064","DIN","no3n_ug_g",26.17,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","DIN","nh4n_ug_g",19.06,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_065","DIN","no3n_ug_g",73.19,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","DIN","nh4n_ug_g",13.16,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_066","DIN","no3n_ug_g",30.16,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","DIN","nh4n_ug_g",10.08,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_067","DIN","no3n_ug_g",49.38,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","DIN","nh4n_ug_g",11.85,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_068","DIN","no3n_ug_g",82.18,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","DIN","nh4n_ug_g",12.82,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_069","DIN","no3n_ug_g",39.9,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","DIN","nh4n_ug_g",12.53,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_070","DIN","no3n_ug_g",3.93,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","DIN","nh4n_ug_g",11.38,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_071","DIN","no3n_ug_g",41.75,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","DIN","nh4n_ug_g",11.65,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_072","DIN","no3n_ug_g",1.04,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","DIN","nh4n_ug_g",11.36,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_073","DIN","no3n_ug_g",41.17,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","DIN","nh4n_ug_g",13.45,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_074","DIN","no3n_ug_g",28.55,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","DIN","nh4n_ug_g",15.37,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_075","DIN","no3n_ug_g",33.35,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","DIN","nh4n_ug_g",15.5,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_076","DIN","no3n_ug_g",24.74,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_076","DIN","nh4n_ug_g",14.35,"WLE","OWC","transition","126","A"
"COMPASS_Dec2021_077","DIN","no3n_ug_g",39.17,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_077","DIN","nh4n_ug_g",13.95,"WLE","OWC","transition","127","A"
"COMPASS_Dec2021_078","DIN","no3n_ug_g",57.86,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_078","DIN","nh4n_ug_g",17.36,"WLE","OWC","transition","128","A"
"COMPASS_Dec2021_079","DIN","no3n_ug_g",71.72,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_079","DIN","nh4n_ug_g",19.29,"WLE","OWC","wte","W1","A"
"COMPASS_Dec2021_080","DIN","no3n_ug_g",65.05,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_080","DIN","nh4n_ug_g",15.14,"WLE","OWC","wte","W2","A"
"COMPASS_Dec2021_081","DIN","no3n_ug_g",84.03,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_081","DIN","nh4n_ug_g",16.34,"WLE","OWC","wte","W3","A"
"COMPASS_Dec2021_082","DIN","no3n_ug_g",48.88,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_082","DIN","nh4n_ug_g",15.55,"WLE","OWC","wte","W4","A"
"COMPASS_Dec2021_083","DIN","no3n_ug_g",38.73,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_083","DIN","nh4n_ug_g",16.38,"WLE","OWC","wte","W5","A"
"COMPASS_Dec2021_084","DIN","no3n_ug_g",39.35,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_084","DIN","nh4n_ug_g",17.71,"WLE","OWC","wte","W6","A"
"COMPASS_Dec2021_085","DIN","no3n_ug_g",110.39,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_085","DIN","nh4n_ug_g",23.09,"WLE","OWC","wte","W7","A"
"COMPASS_Dec2021_086","DIN","no3n_ug_g",42.08,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_086","DIN","nh4n_ug_g",16.95,"WLE","OWC","wte","W8","A"
"COMPASS_Dec2021_087","DIN","no3n_ug_g",67.77,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_087","DIN","nh4n_ug_g",18.57,"WLE","OWC","wte","W9","A"
"COMPASS_Dec2021_088","DIN","no3n_ug_g",14.35,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_088","DIN","nh4n_ug_g",17.7,"WLE","OWC","wetland","WC1","A"
"COMPASS_Dec2021_089","DIN","no3n_ug_g",48.28,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_089","DIN","nh4n_ug_g",22.74,"WLE","OWC","wetland","WC2","A"
"COMPASS_Dec2021_090","DIN","no3n_ug_g",22.07,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_090","DIN","nh4n_ug_g",19.47,"WLE","OWC","wetland","WC3","A"
"COMPASS_Dec2021_091","DIN","no3n_ug_g",24.97,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_091","DIN","nh4n_ug_g",21.22,"WLE","OWC","wetland","WC4","A"
"COMPASS_Dec2021_092","DIN","no3n_ug_g",18.74,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_092","DIN","nh4n_ug_g",17.24,"WLE","OWC","wetland","WC5","A"
"COMPASS_Dec2021_093","DIN","no3n_ug_g",31.99,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_093","DIN","nh4n_ug_g",20.87,"WLE","OWC","wetland","WC6","A"
"COMPASS_Dec2021_094","DIN","no3n_ug_g",13.94,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_094","DIN","nh4n_ug_g",15.47,"WLE","OWC","wetland","WC7","A"
"COMPASS_Dec2021_095","DIN","no3n_ug_g",21.04,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_095","DIN","nh4n_ug_g",16.96,"WLE","OWC","wetland","WC8","A"
"COMPASS_Dec2021_107","DIN","no3n_ug_g",3.67,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_107","DIN","nh4n_ug_g",9.78,"WLE","OWC","upland","101","B"
"COMPASS_Dec2021_108","DIN","no3n_ug_g",0.6,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_108","DIN","nh4n_ug_g",20.14,"WLE","OWC","upland","105","B"
"COMPASS_Dec2021_109","DIN","no3n_ug_g",0.6,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_109","DIN","nh4n_ug_g",10.59,"WLE","OWC","upland","106","B"
"COMPASS_Dec2021_110","DIN","no3n_ug_g",0.61,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_110","DIN","nh4n_ug_g",11.74,"WLE","OWC","upland","107","B"
"COMPASS_Dec2021_111","DIN","no3n_ug_g",0.61,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_111","DIN","nh4n_ug_g",13.07,"WLE","OWC","upland","108","B"
"COMPASS_Dec2021_112","DIN","no3n_ug_g",8.31,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_112","DIN","nh4n_ug_g",9.91,"WLE","OWC","transition","120","B"
"COMPASS_Dec2021_113","DIN","no3n_ug_g",0.61,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_113","DIN","nh4n_ug_g",10.42,"WLE","OWC","transition","121","B"
"COMPASS_Dec2021_114","DIN","no3n_ug_g",2.2,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_114","DIN","nh4n_ug_g",9.03,"WLE","OWC","transition","122","B"
"COMPASS_Dec2021_115","DIN","no3n_ug_g",8.49,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_115","DIN","nh4n_ug_g",10.68,"WLE","OWC","transition","123","B"
"COMPASS_Dec2021_116","DIN","no3n_ug_g",8.56,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_116","DIN","nh4n_ug_g",10.06,"WLE","OWC","transition","124","B"
"COMPASS_Dec2021_117","DIN","no3n_ug_g",3.73,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_117","DIN","nh4n_ug_g",9.11,"WLE","OWC","transition","125","B"
"COMPASS_Dec2021_118","DIN","no3n_ug_g",4.18,"WLE","OWC","transition","126","B"
"COMPASS_Dec2021_118","DIN","nh4n_ug_g",10.37,"WLE","OWC","transition","126","B"
"COMPASS_Dec2021_119","DIN","no3n_ug_g",0.66,"WLE","OWC","transition","127","B"
"COMPASS_Dec2021_119","DIN","nh4n_ug_g",9.84,"WLE","OWC","transition","127","B"
"COMPASS_Dec2021_120","DIN","no3n_ug_g",3.54,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_120","DIN","nh4n_ug_g",10.39,"WLE","OWC","transition","128","B"
"COMPASS_Dec2021_061","ICP","Na_ug_g",6.15,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","ICP","K_ug_g",233.8,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","ICP","Ca_ug_g",1110.08,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","ICP","Mg_ug_g",228.88,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","ICP","Fe_ug_g",0,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","ICP","Al_ug_g",0,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","ICP","Mn_ug_g",0.32,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","ICP","P_ug_g",0,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_061","ICP","S_ug_g",13.69,"WLE","OWC","upland","101","A"
"COMPASS_Dec2021_062","ICP","Na_ug_g",4.76,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","ICP","K_ug_g",361.93,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","ICP","Ca_ug_g",1094.97,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","ICP","Mg_ug_g",272.5,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","ICP","Fe_ug_g",0,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","ICP","Al_ug_g",0,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","ICP","Mn_ug_g",0,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","ICP","P_ug_g",0,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_062","ICP","S_ug_g",11.2,"WLE","OWC","upland","102","A"
"COMPASS_Dec2021_063","ICP","Na_ug_g",8.64,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","ICP","K_ug_g",298.97,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","ICP","Ca_ug_g",1112,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","ICP","Mg_ug_g",247.12,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","ICP","Fe_ug_g",0,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","ICP","Al_ug_g",0,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","ICP","Mn_ug_g",0.45,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","ICP","P_ug_g",0,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_063","ICP","S_ug_g",14.94,"WLE","OWC","upland","103","A"
"COMPASS_Dec2021_064","ICP","Na_ug_g",7.46,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","ICP","K_ug_g",315.05,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","ICP","Ca_ug_g",644.42,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","ICP","Mg_ug_g",156.09,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","ICP","Fe_ug_g",0.5,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","ICP","Al_ug_g",21.44,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","ICP","Mn_ug_g",11.36,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","ICP","P_ug_g",0,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_064","ICP","S_ug_g",13.16,"WLE","OWC","upland","104","A"
"COMPASS_Dec2021_065","ICP","Na_ug_g",7.18,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","ICP","K_ug_g",235.97,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","ICP","Ca_ug_g",1122.9,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","ICP","Mg_ug_g",241.8,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","ICP","Fe_ug_g",0.34,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","ICP","Al_ug_g",2.12,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","ICP","Mn_ug_g",1.14,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","ICP","P_ug_g",0,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_065","ICP","S_ug_g",18.79,"WLE","OWC","upland","105","A"
"COMPASS_Dec2021_066","ICP","Na_ug_g",4.93,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","ICP","K_ug_g",215.08,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","ICP","Ca_ug_g",776.76,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","ICP","Mg_ug_g",163.02,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","ICP","Fe_ug_g",0,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","ICP","Al_ug_g",0,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","ICP","Mn_ug_g",0,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","ICP","P_ug_g",0,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_066","ICP","S_ug_g",10.44,"WLE","OWC","upland","106","A"
"COMPASS_Dec2021_067","ICP","Na_ug_g",5.13,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","ICP","K_ug_g",291.36,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","ICP","Ca_ug_g",1029.95,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","ICP","Mg_ug_g",229.22,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","ICP","Fe_ug_g",0,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","ICP","Al_ug_g",0,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","ICP","Mn_ug_g",0,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","ICP","P_ug_g",0,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_067","ICP","S_ug_g",13.92,"WLE","OWC","upland","107","A"
"COMPASS_Dec2021_068","ICP","Na_ug_g",10.34,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","ICP","K_ug_g",366.34,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","ICP","Ca_ug_g",1658.15,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","ICP","Mg_ug_g",282.6,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","ICP","Fe_ug_g",0.34,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","ICP","Al_ug_g",0,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","ICP","Mn_ug_g",0,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","ICP","P_ug_g",0,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_068","ICP","S_ug_g",20.91,"WLE","OWC","upland","108","A"
"COMPASS_Dec2021_069","ICP","Na_ug_g",6.55,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","ICP","K_ug_g",393.9,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","ICP","Ca_ug_g",1042.93,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","ICP","Mg_ug_g",270.04,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","ICP","Fe_ug_g",0,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","ICP","Al_ug_g",0,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","ICP","Mn_ug_g",0,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","ICP","P_ug_g",0,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_069","ICP","S_ug_g",12.57,"WLE","OWC","upland","109","A"
"COMPASS_Dec2021_070","ICP","Na_ug_g",11.46,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","ICP","K_ug_g",168.13,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","ICP","Ca_ug_g",2184.43,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","ICP","Mg_ug_g",301.46,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","ICP","Fe_ug_g",0,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","ICP","Al_ug_g",0,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","ICP","Mn_ug_g",0,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","ICP","P_ug_g",0,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_070","ICP","S_ug_g",32.98,"WLE","OWC","transition","120","A"
"COMPASS_Dec2021_071","ICP","Na_ug_g",7.62,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","ICP","K_ug_g",736.68,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","ICP","Ca_ug_g",1191.44,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","ICP","Mg_ug_g",309.97,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","ICP","Fe_ug_g",0,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","ICP","Al_ug_g",0,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","ICP","Mn_ug_g",0,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","ICP","P_ug_g",8.08,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_071","ICP","S_ug_g",15.95,"WLE","OWC","transition","121","A"
"COMPASS_Dec2021_072","ICP","Na_ug_g",15.06,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","ICP","K_ug_g",193.85,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","ICP","Ca_ug_g",1942.71,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","ICP","Mg_ug_g",361.42,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","ICP","Fe_ug_g",0,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","ICP","Al_ug_g",0,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","ICP","Mn_ug_g",0,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","ICP","P_ug_g",0,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_072","ICP","S_ug_g",22.9,"WLE","OWC","transition","122","A"
"COMPASS_Dec2021_073","ICP","Na_ug_g",33.03,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","ICP","K_ug_g",122.12,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","ICP","Ca_ug_g",1457.53,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","ICP","Mg_ug_g",392.31,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","ICP","Fe_ug_g",0.86,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","ICP","Al_ug_g",2,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","ICP","Mn_ug_g",0.38,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","ICP","P_ug_g",0,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_073","ICP","S_ug_g",23.26,"WLE","OWC","transition","123","A"
"COMPASS_Dec2021_074","ICP","Na_ug_g",26.74,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","ICP","K_ug_g",280.33,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","ICP","Ca_ug_g",1935.15,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","ICP","Mg_ug_g",517.44,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","ICP","Fe_ug_g",0,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","ICP","Al_ug_g",0,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","ICP","Mn_ug_g",0,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","ICP","P_ug_g",0,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_074","ICP","S_ug_g",36.38,"WLE","OWC","transition","124","A"
"COMPASS_Dec2021_075","ICP","Na_ug_g",35.38,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","ICP","K_ug_g",221.89,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","ICP","Ca_ug_g",1902.8,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","ICP","Mg_ug_g",650.87,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","ICP","Fe_ug_g",0,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","ICP","Al_ug_g",1.87,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","ICP","Mn_ug_g",0,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","ICP","P_ug_g",0,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_075","ICP","S_ug_g",30.42,"WLE","OWC","transition","125","A"
"COMPASS_Dec2021_076","ICP","Na_ug_g",15.42,"WLE","OWC","transition","126","A"
