[Header]	
System	TOC_TNb Standard	
S/W Version	1.00	
User		
Date/Time	8/9/2022 10:26:48 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Comments	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Rem.	SD Area	CV Area	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	NPOC	DOC_CMPS_KFP_0191		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 7:49:40 PM	1	3	NPOC	41.90	41.13	11.88	11.66	NPOC:11.66mg/L	NPOC:11.66mg/L	*******	0.7604	1.85	0.2155	1.85	15	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0191		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 7:52:28 PM	1	4	NPOC	41.10	41.13	11.65	11.66	NPOC:11.66mg/L	NPOC:11.66mg/L	*******	0.7604	1.85	0.2155	1.85	15	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0192		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:00:21 PM	1	1	NPOC	11.98	11.37	3.396	3.223	NPOC:3.223mg/L	NPOC:3.223mg/L	*******	0.1153	1.01	0.03269	1.01	16	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0192		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:02:48 PM	1	2	NPOC	11.28	11.37	3.198	3.223	NPOC:3.223mg/L	NPOC:3.223mg/L	*******	0.1153	1.01	0.03269	1.01	16	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0192		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:05:11 PM	1	3	NPOC	11.33	11.37	3.212	3.223	NPOC:3.223mg/L	NPOC:3.223mg/L	*******	0.1153	1.01	0.03269	1.01	16	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0192		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:07:36 PM	1	4	NPOC	11.50	11.37	3.260	3.223	NPOC:3.223mg/L	NPOC:3.223mg/L	*******	0.1153	1.01	0.03269	1.01	16	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0193		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:15:04 PM	1	1	NPOC	10.18	10.15	2.886	2.878	NPOC:2.878mg/L	NPOC:2.878mg/L	*******	0.06429	0.63	0.01823	0.63	17	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0193		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:17:20 PM	1	2	NPOC	10.08	10.15	2.858	2.878	NPOC:2.878mg/L	NPOC:2.878mg/L	*******	0.06429	0.63	0.01823	0.63	17	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0193		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:19:41 PM	1	3	NPOC	10.20	10.15	2.892	2.878	NPOC:2.878mg/L	NPOC:2.878mg/L	*******	0.06429	0.63	0.01823	0.63	17	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0194		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:27:18 PM	1	1	NPOC	11.80	11.81	3.345	3.349	NPOC:3.349mg/L	NPOC:3.349mg/L	*******	0.1106	0.94	0.03135	0.94	18	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0194		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:29:47 PM	1	2	NPOC	11.33	11.81	3.212	3.349	NPOC:3.349mg/L	NPOC:3.349mg/L	*******	0.1106	0.94	0.03135	0.94	18	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0194		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:32:07 PM	1	3	NPOC	11.71	11.81	3.320	3.349	NPOC:3.349mg/L	NPOC:3.349mg/L	*******	0.1106	0.94	0.03135	0.94	18	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0194		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:34:32 PM	1	4	NPOC	11.93	11.81	3.382	3.349	NPOC:3.349mg/L	NPOC:3.349mg/L	*******	0.1106	0.94	0.03135	0.94	18	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0195		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:42:11 PM	1	1	NPOC	13.44	13.29	3.810	3.768	NPOC:3.768mg/L	NPOC:3.768mg/L	*******	0.1803	1.36	0.05111	1.36	19	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0195		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:44:40 PM	1	2	NPOC	13.34	13.29	3.782	3.768	NPOC:3.768mg/L	NPOC:3.768mg/L	*******	0.1803	1.36	0.05111	1.36	19	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0195		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:47:08 PM	1	3	NPOC	14.00	13.29	3.969	3.768	NPOC:3.768mg/L	NPOC:3.768mg/L	*******	0.1803	1.36	0.05111	1.36	19	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0195		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:49:25 PM	1	4	NPOC	13.09	13.29	3.711	3.768	NPOC:3.768mg/L	NPOC:3.768mg/L	*******	0.1803	1.36	0.05111	1.36	19	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0196		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:57:03 PM	1	1	NPOC	11.91	11.92	3.376	3.380	NPOC:3.380mg/L	NPOC:3.380mg/L	*******	0.1305	1.09	0.03700	1.09	20	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0196		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 8:59:21 PM	1	2	NPOC	11.80	11.92	3.345	3.380	NPOC:3.380mg/L	NPOC:3.380mg/L	*******	0.1305	1.09	0.03700	1.09	20	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0196		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:01:39 PM	1	3	NPOC	12.06	11.92	3.419	3.380	NPOC:3.380mg/L	NPOC:3.380mg/L	*******	0.1305	1.09	0.03700	1.09	20	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0197		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:09:00 PM	1	1	NPOC	2.848	3.000	0.8074	0.8506	NPOC:0.8506mg/L	NPOC:0.8506mg/L	*******	0.1677	5.59	0.04753	5.59	21	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0197		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:11:10 PM	1	2	NPOC	3.311	3.000	0.9386	0.8506	NPOC:0.8506mg/L	NPOC:0.8506mg/L	*******	0.1677	5.59	0.04753	5.59	21	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0197		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:13:22 PM	1	3	NPOC	3.180	3.000	0.9015	0.8506	NPOC:0.8506mg/L	NPOC:0.8506mg/L	*******	0.1677	5.59	0.04753	5.59	21	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0197		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:15:29 PM	1	4	NPOC	3.583	3.000	1.016	0.8506	NPOC:0.8506mg/L	NPOC:0.8506mg/L	*******	0.1677	5.59	0.04753	5.59	21	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0197		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:17:36 PM	1	5	NPOC	2.973	3.000	0.8428	0.8506	NPOC:0.8506mg/L	NPOC:0.8506mg/L	*******	0.1677	5.59	0.04753	5.59	21	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0198		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:25:07 PM	1	1	NPOC	2.394	2.330	0.6787	0.6605	NPOC:0.6605mg/L	NPOC:0.6605mg/L	*******	0.06609	2.84	0.01874	2.84	22	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0198		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:27:14 PM	1	2	NPOC	2.168	2.330	0.6146	0.6605	NPOC:0.6605mg/L	NPOC:0.6605mg/L	*******	0.06609	2.84	0.01874	2.84	22	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0198		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:29:21 PM	1	3	NPOC	2.262	2.330	0.6412	0.6605	NPOC:0.6605mg/L	NPOC:0.6605mg/L	*******	0.06609	2.84	0.01874	2.84	22	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0198		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:31:28 PM	1	4	NPOC	2.334	2.330	0.6617	0.6605	NPOC:0.6605mg/L	NPOC:0.6605mg/L	*******	0.06609	2.84	0.01874	2.84	22	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:39:00 PM	1	1	NPOC	0.9240	0.9585	0.2619	0.2717	NPOC:0.2717mg/L	NPOC:0.2717mg/L	*******	0.03218	3.36	0.00912	3.36	80	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:41:08 PM	1	2	NPOC	0.7352	0.9585	0.2084	0.2717	NPOC:0.2717mg/L	NPOC:0.2717mg/L	*******	0.03218	3.36	0.00912	3.36	80	1	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:43:15 PM	1	3	NPOC	0.9877	0.9585	0.2800	0.2717	NPOC:0.2717mg/L	NPOC:0.2717mg/L	*******	0.03218	3.36	0.00912	3.36	80	0	50	1.000	
Unknown	NPOC	DIW		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:45:22 PM	1	4	NPOC	0.9638	0.9585	0.2732	0.2717	NPOC:0.2717mg/L	NPOC:0.2717mg/L	*******	0.03218	3.36	0.00912	3.36	80	0	50	1.000	
Unknown	NPOC	chkstd-5ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:53:13 PM	1	1	NPOC	16.97	17.03	4.811	4.829	NPOC:4.829mg/L	NPOC:4.829mg/L	*******	0.08505	0.50	0.02411	0.50	81	0	50	1.000	
Unknown	NPOC	chkstd-5ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:55:47 PM	1	2	NPOC	16.40	17.03	4.649	4.829	NPOC:4.829mg/L	NPOC:4.829mg/L	*******	0.08505	0.50	0.02411	0.50	81	1	50	1.000	
Unknown	NPOC	chkstd-5ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 9:58:13 PM	1	3	NPOC	17.00	17.03	4.819	4.829	NPOC:4.829mg/L	NPOC:4.829mg/L	*******	0.08505	0.50	0.02411	0.50	81	0	50	1.000	
Unknown	NPOC	chkstd-5ppm		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 10:00:38 PM	1	4	NPOC	17.13	17.03	4.856	4.829	NPOC:4.829mg/L	NPOC:4.829mg/L	*******	0.08505	0.50	0.02411	0.50	81	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0199		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 10:08:21 PM	1	1	NPOC	16.91	17.04	4.794	4.831	NPOC:4.831mg/L	NPOC:4.831mg/L	*******	0.1411	0.83	0.03999	0.83	23	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0199		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 10:10:57 PM	1	2	NPOC	17.02	17.04	4.825	4.831	NPOC:4.831mg/L	NPOC:4.831mg/L	*******	0.1411	0.83	0.03999	0.83	23	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0199		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 10:13:21 PM	1	3	NPOC	17.19	17.04	4.873	4.831	NPOC:4.831mg/L	NPOC:4.831mg/L	*******	0.1411	0.83	0.03999	0.83	23	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0200		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 10:21:04 PM	1	1	NPOC	15.34	15.33	4.349	4.346	NPOC:4.346mg/L	NPOC:4.346mg/L	*******	0.02646	0.17	0.00750	0.17	24	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0200		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 10:23:35 PM	1	2	NPOC	15.35	15.33	4.351	4.346	NPOC:4.346mg/L	NPOC:4.346mg/L	*******	0.02646	0.17	0.00750	0.17	24	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0200		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 10:26:14 PM	1	3	NPOC	15.30	15.33	4.337	4.346	NPOC:4.346mg/L	NPOC:4.346mg/L	*******	0.02646	0.17	0.00750	0.17	24	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0201		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 10:33:48 PM	1	1	NPOC	13.39	13.52	3.796	3.834	NPOC:3.834mg/L	NPOC:3.834mg/L	*******	0.1528	1.13	0.04330	1.13	25	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0201		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 10:36:26 PM	1	2	NPOC	13.69	13.52	3.881	3.834	NPOC:3.834mg/L	NPOC:3.834mg/L	*******	0.1528	1.13	0.04330	1.13	25	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0201		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 10:38:54 PM	1	3	NPOC	14.03	13.52	3.977	3.834	NPOC:3.834mg/L	NPOC:3.834mg/L	*******	0.1528	1.13	0.04330	1.13	25	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0201		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 10:41:24 PM	1	4	NPOC	13.49	13.52	3.824	3.834	NPOC:3.834mg/L	NPOC:3.834mg/L	*******	0.1528	1.13	0.04330	1.13	25	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0202		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 10:49:13 PM	1	1	NPOC	17.12	17.13	4.853	4.855	NPOC:4.855mg/L	NPOC:4.855mg/L	*******	0.1401	0.82	0.03972	0.82	26	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0202		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 10:51:48 PM	1	2	NPOC	16.99	17.13	4.816	4.855	NPOC:4.855mg/L	NPOC:4.855mg/L	*******	0.1401	0.82	0.03972	0.82	26	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0202		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 10:54:11 PM	1	3	NPOC	17.27	17.13	4.896	4.855	NPOC:4.855mg/L	NPOC:4.855mg/L	*******	0.1401	0.82	0.03972	0.82	26	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0203		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:01:56 PM	1	1	NPOC	16.16	16.27	4.581	4.612	NPOC:4.612mg/L	NPOC:4.612mg/L	*******	0.2910	1.79	0.08250	1.79	27	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0203		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:04:27 PM	1	2	NPOC	16.05	16.27	4.550	4.612	NPOC:4.612mg/L	NPOC:4.612mg/L	*******	0.2910	1.79	0.08250	1.79	27	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0203		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:06:55 PM	1	3	NPOC	16.60	16.27	4.706	4.612	NPOC:4.612mg/L	NPOC:4.612mg/L	*******	0.2910	1.79	0.08250	1.79	27	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0204		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:14:27 PM	1	1	NPOC	10.27	10.25	2.911	2.907	NPOC:2.907mg/L	NPOC:2.907mg/L	*******	0.1159	1.13	0.03286	1.13	28	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0204		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:16:52 PM	1	2	NPOC	10.13	10.25	2.872	2.907	NPOC:2.907mg/L	NPOC:2.907mg/L	*******	0.1159	1.13	0.03286	1.13	28	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0204		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:19:08 PM	1	3	NPOC	10.36	10.25	2.937	2.907	NPOC:2.907mg/L	NPOC:2.907mg/L	*******	0.1159	1.13	0.03286	1.13	28	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0205		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:26:46 PM	1	1	NPOC	10.25	10.11	2.906	2.866	NPOC:2.866mg/L	NPOC:2.866mg/L	*******	0.1249	1.24	0.03541	1.24	29	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0205		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:29:12 PM	1	2	NPOC	10.01	10.11	2.838	2.866	NPOC:2.866mg/L	NPOC:2.866mg/L	*******	0.1249	1.24	0.03541	1.24	29	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0205		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:31:39 PM	1	3	NPOC	11.03	10.11	3.127	2.866	NPOC:2.866mg/L	NPOC:2.866mg/L	*******	0.1249	1.24	0.03541	1.24	29	1	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0205		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:33:56 PM	1	4	NPOC	10.07	10.11	2.855	2.866	NPOC:2.866mg/L	NPOC:2.866mg/L	*******	0.1249	1.24	0.03541	1.24	29	0	50	1.000	
Unknown	NPOC	DOC_CMPS_KFP_0206		C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.cal	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2022_08_05_14_55_27.cal	1.00			8/5/2022 11:41:45 PM	1	1	NPOC	11.94	11.77	3.385	3.337	NPOC:3.337mg/L	NPOC:3.337mg/L	*******	0.1997	1.70	0.05663	1.70	30	0	50	1.000	
